850.000000	0.126300	1000.000000
849.934150	0.132300	1000.000000
849.736900	0.150450	1000.000000
849.408550	0.180450	1000.000000
848.949700	0.222450	1000.000000
848.361100	0.276150	1000.000000
847.643800	0.341550	1000.000000
846.799000	0.418350	1000.000000
845.828200	0.506400	1000.000000
844.733200	0.604950	1000.000000
843.515950	0.713850	1000.000000
842.178400	0.832650	1000.000000
840.722950	0.960450	1000.000000
839.152300	1.096800	1000.000000
837.469150	1.241100	1000.000000
835.676200	1.392450	1000.000000
833.777050	1.550400	1000.000000
831.774700	1.714050	1000.000000
829.672600	1.882950	1000.000000
827.474800	2.056350	1000.000000
825.184750	2.233650	1000.000000
822.806800	2.414250	1000.000000
820.345000	2.597700	1000.000000
817.803550	2.783400	1000.000000
815.186950	2.970750	1000.000000
812.500000	3.159300	1000.000000
809.747200	3.348150	1000.000000
806.933500	3.536550	1000.000000
804.063700	3.724050	1000.000000
801.142900	3.909750	1000.000000
798.176200	4.092750	1000.000000
795.169000	4.272300	1000.000000
792.126250	4.447350	1000.000000
789.053650	4.617300	1000.000000
785.956300	4.781100	1000.000000
782.839600	4.937850	1000.000000
779.709250	5.086950	1000.000000
776.570650	5.227500	1000.000000
773.429350	5.358750	1000.000000
770.290750	5.480100	1000.000000
767.160400	5.590650	1000.000000
764.043700	5.689650	1000.000000
760.946350	5.776500	1000.000000
757.873750	5.850450	1000.000000
754.831000	5.910750	1000.000000
751.823800	5.956500	1000.000000
748.857100	5.986950	1000.000000
745.936300	6.001500	1000.000000
743.066500	5.999400	1000.000000
740.252800	5.980200	1000.000000
737.500000	5.943450	1000.000000
734.813050	5.888550	1000.000000
732.196450	5.815650	1000.000000
729.655000	5.724600	1000.000000
727.193200	5.615550	1000.000000
724.815250	5.488650	1000.000000
722.525200	5.344500	1000.000000
720.327400	5.183250	1000.000000
718.225300	5.005500	1000.000000
716.222950	4.811850	1000.000000
714.323800	4.602750	1000.000000
712.530850	4.378800	1000.000000
710.847700	4.140300	1000.000000
709.277050	3.887850	1000.000000
707.821600	3.621750	1000.000000
706.484050	3.342600	1000.000000
705.266800	3.050850	1000.000000
704.171800	2.747100	1000.000000
703.201000	2.431800	1000.000000
702.356200	2.106000	1000.000000
701.638900	1.770750	1000.000000
701.050300	1.427100	1000.000000
700.591450	1.076550	1000.000000
700.263100	0.720750	1000.000000
700.065850	0.361200	1000.000000
700.000000	0.000000	1000.000000
700.065850	-0.361200	1000.000000
700.263100	-0.720750	1000.000000
700.591450	-1.076550	1000.000000
701.050300	-1.427100	1000.000000
701.638900	-1.770750	1000.000000
702.356200	-2.106000	1000.000000
703.201000	-2.431800	1000.000000
704.171800	-2.747100	1000.000000
705.266800	-3.050850	1000.000000
706.484050	-3.342600	1000.000000
707.821600	-3.621750	1000.000000
709.277050	-3.887850	1000.000000
710.847700	-4.140300	1000.000000
712.530850	-4.378800	1000.000000
714.323800	-4.602750	1000.000000
716.222950	-4.811850	1000.000000
718.225300	-5.005500	1000.000000
720.327400	-5.183250	1000.000000
722.525200	-5.344500	1000.000000
724.815250	-5.488650	1000.000000
727.193200	-5.615550	1000.000000
729.655000	-5.724600	1000.000000
732.196450	-5.815650	1000.000000
734.813050	-5.888550	1000.000000
737.500000	-5.943450	1000.000000
740.252800	-5.980200	1000.000000
743.066500	-5.999400	1000.000000
745.936300	-6.001500	1000.000000
748.857100	-5.986950	1000.000000
751.823800	-5.956500	1000.000000
754.831000	-5.910750	1000.000000
757.873750	-5.850450	1000.000000
760.946350	-5.776500	1000.000000
764.043700	-5.689650	1000.000000
767.160400	-5.590650	1000.000000
770.290750	-5.480100	1000.000000
773.429350	-5.358750	1000.000000
776.570650	-5.227500	1000.000000
779.709250	-5.086950	1000.000000
782.839600	-4.937850	1000.000000
785.956300	-4.781100	1000.000000
789.053650	-4.617300	1000.000000
792.126250	-4.447350	1000.000000
795.169000	-4.272300	1000.000000
798.176200	-4.092750	1000.000000
801.142900	-3.909750	1000.000000
804.063700	-3.724050	1000.000000
806.933500	-3.536550	1000.000000
809.747200	-3.348150	1000.000000
812.500000	-3.159300	1000.000000
815.186950	-2.970750	1000.000000
817.803550	-2.783400	1000.000000
820.345000	-2.597700	1000.000000
822.806800	-2.414250	1000.000000
825.184750	-2.233650	1000.000000
827.474800	-2.056350	1000.000000
829.672600	-1.882950	1000.000000
831.774700	-1.714050	1000.000000
833.777050	-1.550400	1000.000000
835.676200	-1.392450	1000.000000
837.469150	-1.241100	1000.000000
839.152300	-1.096800	1000.000000
840.722950	-0.960450	1000.000000
842.178400	-0.832650	1000.000000
843.515950	-0.713850	1000.000000
844.733200	-0.604950	1000.000000
845.828200	-0.506400	1000.000000
846.799000	-0.418350	1000.000000
847.643800	-0.341550	1000.000000
848.361100	-0.276150	1000.000000
848.949700	-0.222450	1000.000000
849.408550	-0.180450	1000.000000
849.736900	-0.150450	1000.000000
849.934150	-0.132300	1000.000000
850.000000	-0.126300	1000.000000
